text,label
I want to see if there is anything new on the restitution,track_refund
where to see how soon can I expect my product?,delivery_period
i have got to check how long the shipment takes,delivery_period
help to reset my profile password,recover_password
I don't know how to unsubscribe from the goddamn newsletter,newsletter_subscription
help me to see when will my item arrive,delivery_period
"I cannot pay, I have to inform of a problem with payments",payment_issue
"I have got to subscribe to your newsletter, how can I do it?",newsletter_subscription
wanna remove a {{Account Type}} account can ya helpme,delete_account
i dont know how to look for  my invoice #85632,check_invoice
I have got to chaneg to the {{Account Category}} account,switch_account
i cant enter the secondary delivery address,set_up_shipping_address
want assistance to enter a new delivery address,set_up_shipping_address
can i send my feedback about ur services,review
what do i have to od to check order {{Order Number}} status,track_order
can youhelp me reporting troubles with online payments?,payment_issue
help me solve a trouble with online payments,payment_issue
where do I check the ETA of purchase {{Order Number}}?,track_order
how to see your goddamn reimbursement policy?,check_refund_policy
I do not know what I need to do to speak with an assistant,contact_human_agent
can you help me resetting my user account key?,recover_password
need assistance to update the shipping address,change_shipping_address
help me to check in which cases can i ask for reimbursements,check_refund_policy
"I need to demand refunds, could you help me?",get_refund
i need assistance to solve na issue with payment,payment_issue
"I would like to cancel purchase {{Order Number}}, I need help",cancel_order
change information on standard account,edit_account
help me lodge a consumer complaint against your busness,complaint
is it possible to speak to a human agent,contact_human_agent
i do not know how i can edit the personal details,edit_account
what do i have to do to delete the {{Account Category}} account,delete_account
I have to change some damn articles of purchase {{Order Number}},change_order
editing information on freemium account,edit_account
where do I retrieve the access key of my user?,recover_password
i want assistance seeing the early exit charges,check_cancellation_fee
I am waiting for an bloody restitution of {{Refund Amount}} dollars,track_refund
assistance to write an opinionabout your company,review
how do i file a consumer claim against ur business,complaint
can you help me to solve issues with online payment?,payment_issue
"I want to enter a new shipping address, can you help me?",set_up_shipping_address
mldifying premium account,edit_account
I'm waiting for an rebate of {{Refund Amount}} dollars,track_refund
how can I create a {{Account Type}} account for my fiance?,create_account
I am trying to locate order {{Order Number}},track_order
opening new platinum account for daughter,create_account
help me submitting some feedback for your products,review
I need assistance listing the available payment methods,check_payment_methods
"I want to cancel my subscription to your newsletter, help me",newsletter_subscription
anybody available at customer support,contact_customer_service
can ya help me checking the withrawal fee,check_cancellation_fee
can uhelp me to call customre assistance,contact_customer_service
help me to see the accepted payment modalities,check_payment_methods
i can no longer afford order {{Order Number}} could i cancel it,cancel_order
I want help giving a quick look at my bill from {{Person Name}},check_invoice
need asistance filing a consumer claim against your business,complaint
correcting information on {{Account Type}} account,edit_account
changing data on gold account,edit_account
need assistance purchasing some of ur article,place_order
want assistance notifying of errors with payments,payment_issue
help me see what hhours I can call customer assistance,contact_customer_service
I have a trouble setting the shipping address up,set_up_shipping_address
i do not know what to do to get the invoice #00108,get_invoice
seeing bil #00108,check_invoice
getting invoices from {{Person Name}},get_invoice
problems with cancelling order {{Order Number}},cancel_order
help downloading my goddamn bills from {{Person Name}},get_invoice
i need assistance to set up the new delivery address,set_up_shipping_address
i need help seeing the cancellation charge,check_cancellation_fee
show me under whcih circumstances can i ask to be refunded,check_refund_policy
i dont know how i can send my feedback about ur products,review
opdn gold account,create_account
want help to reset my user pass,recover_password
what do i need to do to report troubles with online payment,payment_issue
I do not know what to do to check your reimbursement policy,check_refund_policy
want help shopping some items,place_order
I have a problem correcting te shipping address,change_shipping_address
I nee assistance to cancel purchase {{Order Number}},cancel_order
where to check the invoice from three last purchases?,check_invoice
switch something of order {{Order Number}},change_order
"I bought some product, I want to cancel order {{Order Number}}",cancel_order
need to see in which situations can i ask for refunds,check_refund_policy
i want help checking ur available payment modalities,check_payment_methods
I have to submit a secondary delivery address,set_up_shipping_address
can you help me lodging a consumer complaint?,complaint
wanna switch to the platinum accoun,switch_account
"I have to see how soon can I expect my product, help me",delivery_period
I don't know how to notify of a problem with sign-up,registration_problems
"I would like to see the delivery options, I need assistance",delivery_options
I have to ask for goddamn refunds,get_refund
how to inform of an issue with a registration?,registration_problems
I do not know what I need to do to create a {{Account Type}} account,create_account
I would like information about the lost PIN,recover_password
"I am waiting for a  refund of {{Currency Symbol}}{{Refund Amount}}, was it processed",track_refund
help me setting up the new shipping address,set_up_shipping_address
need help to contact a human agent,contact_human_agent
where can I resety my user profile pwd?,recover_password
need to subit my new shipping address will uhelp me,set_up_shipping_address
wanna see how soon can i expect the package how to do it,delivery_period
howe can I download the invoice #12588?,get_invoice
i lost the bill from {{Person Name}} will ya mail it to m,get_invoice
see what hours customer service available is,contact_customer_service
help me to inform of an issue with online payment,payment_issue
want help to submit feedback for ur company,review
i have an issue with my signup,registration_problems
I do not know how I can receive a bloody reimbursement,get_refund
opneing new {{Account Type}} account for daughter,create_account
I do not know what todo to chat with a live agent,contact_human_agent
I need help trying to update the shipping address,change_shipping_address
i cant recover the key of my user profile,recover_password
help me to submit my shipping address,set_up_shipping_address
I try to see in what cases can I request refunds,check_refund_policy
I don't know how to see when my item is going to arrive,delivery_period
i have to check the eta of the purchase {{Order Number}},track_order
where do i check the status of order {{Order Number}},track_order
create another {{Account Category}} account for mum,create_account
is it possible to crewate a gold account,create_account
can yo help me receive your newsletter?,newsletter_subscription
can uhelp me to notify of errors with payment,payment_issue
is it possible to check the ETA oif order {{Order Number}},track_order
I'm not happy with ur work how do i make a claim,complaint
i want assistance to set up a secondary delivery address,set_up_shipping_address
"I have submitted a wrong address, I want to modify it",change_shipping_address
"I lost the bill #85632, will you mail it to me?",get_invoice
i have glt to receive the newsletter help me,newsletter_subscription
can i submit my new delivery address,set_up_shipping_address
see the bill #37777,check_invoice
can uhelp me to use the {{Account Category}} profile,switch_account
how could i notify of an error with online payment,payment_issue
I want information about correcting order {{Order Number}},change_order
what do I need to do to talk with a human agent?,contact_human_agent
modifying standard account,edit_account
help to leave a comment for your services,review
I need assistance asking for compensations of money,get_refund
where to check invoice #85632?,check_invoice
could you help me creating a new bloody freemium account?,create_account
how do i speak with an agent,contact_human_agent
I do not know what to do to get a compensation,get_refund
show me under which circumstances can I ask to be reimbursed,check_refund_policy
I have to spak to someone,contact_human_agent
how do I notify of a signup problem?,registration_problems
closing platinum account,delete_account
how can I file a customer claim against your organization?,complaint
help seeing the delivery options,delivery_options
help to report issues with an sign-up,registration_problems
is it possible to check the early termination charge?,check_cancellation_fee
create new platinum account,create_account
i have to sign up to the corporae newsletter help me,newsletter_subscription
assistance to take a quick  look at the bill #12588,check_invoice
I try to leave a review about your company,review
i need support trying to chane my delivery address,change_shipping_address
how can I check what hours I can reach customer service?,contact_customer_service
can you help me see the damn withdrawal charge?,check_cancellation_fee
can I swap an itm of purchase {{Order Number}}?,change_order
help me to check the withdrawal fees,check_cancellation_fee
i have made a mistake i wanna edit order {{Order Number}},change_order
review for your company,review
I want help seeing the status of order {{Order Number}},track_order
"you aren't helpful at all, will you direct to me an agent?",contact_human_agent
is it possible to subscribe to your corporate newsletter?,newsletter_subscription
can uhelp me to get the invoice #12588,get_invoice
information about the removal of my {{Account Category}} account,delete_account
I do not know how to report issues with signup,registration_problems
want help retrieving the pwd of my user account,recover_password
I want to subscribe to the newsletter,newsletter_subscription
"I need to acquire some products, can I get some help?",place_order
help seeing what hours customer assistance available is,contact_customer_service
how to see what methods for delivery I can choose?,delivery_options
can you help me demand refunds ?,get_refund
i want assistance setting the secondary delivery  address up,set_up_shipping_address
i have got to see the shipping options help me,delivery_options
show withdrawal penalty,check_cancellation_fee
making consumer complaint against ur business,complaint
i do not know how i can  sign up to ur company newsletter,newsletter_subscription
i have to modify my shipping address,change_shipping_address
i cannot change  to the {{Account Type}} account,switch_account
could Iplace an order from {{Delivery City}}?,delivery_options
correct data on {{Account Type}} account,edit_account
wanna switch to th {{Account Category}} account could uhelp me,switch_account
I don't know how I can check the cancellation charge,check_cancellation_fee
could you tell me more about changing the delivery address?,change_shipping_address
there is an error setting my new delivery address up,set_up_shipping_address
how can I delete the standard account?,delete_account
i want a {{Account Category}} accounr can ya help me creating it,create_account
I want help to purchase something,place_order
I want help entering the shipping address,set_up_shipping_address
i have got to call customer service i need help,contact_customer_service
i want help retrieving the access key of my account,recover_password
I have to check the goddamn current status of order {{Order Number}},track_order
show me the payment methods,check_payment_methods
I try to see in what cases can I ask for reimbursements,check_refund_policy
I need help to check the current status of order {{Order Number}},track_order
I'm trying to speak with an assistant,contact_human_agent
I do not know how to send feedback for your services,review
I need assistance seeing the restitution status,track_refund
I have to change an item of purchase {{Order Number}},change_order
i want help talking to an operator,contact_human_agent
what do I have to do to leave a review about a servie?,review
"I want to see the damn status of my reimbursement, help me",track_refund
help seeing what delivery options you offer,delivery_options
what do I need to do to delete a {{Account Category}} account?,delete_account
i try to make a complaint against ur company,complaint
I'm looking for information about lost passwords,recover_password
need help to restore my user profile key,recover_password
how to open a {{Account Type}} account for my dad?,create_account
support setting a shipping dadress up,set_up_shipping_address
I want help to see the status of my refund,track_refund
"I need to see your reimbusrement policy, how to do it?",check_refund_policy
need assistance to see in what cases can i ask for refunds,check_refund_policy
there are issues entering my new shipping address,set_up_shipping_address
I do not know how I can restore the PIN code of my profile,recover_password
need assistance to order several of your product,place_order
correctdata on {{Account Type}} account,edit_account
how do I update the shipping address?,change_shipping_address
where do i enter my shipping address,set_up_shipping_address
i dont know how i can write an opinion for a product,review
I need to chat with a live agent,contact_human_agent
reset the PIN code of my user,recover_password
I don't know what to do to see the delivery options,delivery_options
information about canceling my subscription to ur newsletter,newsletter_subscription
want assistance to get the invoice #00108,get_invoice
where do I see what hours I can reach customer assistance?,contact_customer_service
I am trying to check how soon can I expect my purchase,delivery_period
i try to leave some feedback about a service,review
I want help filing a consumer reclamation,complaint
I want help using the pro profile,switch_account
how can I see when my delivery is going to arrive?,delivery_period
I need assistance editing my delivery address,change_shipping_address
can you show me the compensation status?,track_refund
could you help me editing the information on my user?,edit_account
how to see if there is anything new on my compensation,track_refund
i need assistance to set the new delivery address up,set_up_shipping_address
i cant swap an item of order {{Order Number}},change_order
"I have to see the methods for shipping, I need help",delivery_options
i have got to send efedback for a service help me,review
what do i have to do to see ur money back guarantee,check_refund_policy
I want help to purchase several damn products,place_order
where do i check what hours i can call customer service,contact_customer_service
i do not know how to download the bill #37777,get_invoice
i need assistance to see how soon can i expect the article,delivery_period
can you help me to request a reimbursement of money?,get_refund
is it possible to contactr a person,contact_human_agent
"I have got to enter a new shipping address, help me",set_up_shipping_address
"I paid {{Currency Symbol}}{{Refund Amount}} for these items, help receiving a compensation",get_refund
I expect a reimbursement of {{Currency Symbol}}{{Refund Amount}},track_refund
how do I subscribe to the corporate newsletter?,newsletter_subscription
where to see the termination charges,check_cancellation_fee
can you help me seeing when my product is going to arrive?,delivery_period
i dont know how to see the termination charge,check_cancellation_fee
i dont know what i need to do to buy some articles,place_order
I do not know how I can download the invoices from {{Person Name}},get_invoice
could I check at what time I can call customer service?,contact_customer_service
remove standard accoint,delete_account
i have a problem submitting my delivery address,set_up_shipping_address
"I have paid {{Currency Symbol}}{{Refund Amount}} for a product, I want mydamn reimbursement",get_refund
I don't know what to do to shop some of your article,place_order
I don't know how to change to the {{Account Category}} account,switch_account
need assistance to obtain a refund of my money,get_refund
is it possible to see thew ETA of the purchase {{Order Number}}?,track_order
changing details on pro account,edit_account
need help to notify of problems with signup,registration_problems
check the early termination fee,check_cancellation_fee
show me under which circumstances can i ask to be reimbursed,check_refund_policy
want help to get my invoices from {{Person Name}},get_invoice
how to shop several of you article?,place_order
I try to make a customer claim against your company,complaint
I want help to speak to somebody,contact_human_agent
need help to swap some products of purchase {{Order Number}},change_order
could you help me to acquire something?,place_order
i have got to retrieve the pwd of my user account,recover_password
is there an section to send my feedback for a product,review
can ya help me to see the early termination fees,check_cancellation_fee
how do i use the standard account,switch_account
want assistance to cancel order  {{Order Number}},cancel_order
want assistance speaking with a person,contact_human_agent
I don't know how I could check my bill from {{Person Name}},check_invoice
can uhelp me see the currnt status of order {{Order Number}},track_order
assistance filing a customer complaint against your business,complaint
I need help listing your payment modalities,check_payment_methods
need help with cancelliing order {{Order Number}},cancel_order
i havent signed up yet how do i open a {{Account Type}} account wirh you,create_account
get bills from {{Person Name}},get_invoice
there are issues setting up the shipping address,set_up_shipping_address
could you help me talk to an assistant?,contact_human_agent
can you show me what hours I can call customer service?,contact_customer_service
want help to report an error with payments,payment_issue
problem with my forgotten PIN code,recover_password
need to check order {{Order Number}} current status how do i do it,track_order
assistance to request my money back,get_refund
"I would like to create a {{Account Type}} account, how can I do it?",create_account
how to use the standard profile?,switch_account
I try to submit a new delivery address,set_up_shipping_address
want assistance to change to the freemium account,switch_account
i have an issue setting up my new dedlivery address,set_up_shipping_address
problem with my PIN reset,recover_password
where do i check the restitution status,track_refund
can uhelp me to report a trouble with online payment,payment_issue
how can I delete some products from purchase {{Order Number}} ?,change_order
want assistance restoring my profile PIN,recover_password
new standard acount for wife,create_account
how do i unsubscriobe from ur newsletter,newsletter_subscription
mldifying standard account,edit_account
problem with cancelling purchase {{Order Number}},cancel_order
"I need to see if there are any news on the refund, help me",track_refund
I do not know what I have to do to check te cancellation fee,check_cancellation_fee
getting invoice #00108,get_invoice
have problems with a shipping address update,change_shipping_address
acquire afew of ur item,place_order
I want help setting a new shipping address up,set_up_shipping_address
how to take a quick look at the invoices from {{Person Name}},check_invoice
need assistance talking to someone,contact_human_agent
Can I leave feedback after receiving my order?,review
can ya help me remove some products from order {{Order Number}},change_order
"I have got to receive your newsletter, can you help me?",newsletter_subscription
where do I order several articles?,place_order
I am experiencing a problem with the signup,registration_problems
assistance setting my new shipping address up,set_up_shipping_address
how do I switch some goddamn products of order {{Order Number}}?,change_order
I have problems submitting a different shipping address,set_up_shipping_address
"I am experiencing issues trying to sign up, can you help me?",registration_problems
what do I have to do to download invoice #85632?,get_invoice
I try to chat with an operator,contact_human_agent
show me in which cases can I request to be reimbursed,check_refund_policy
can you tell me about a delivery address update?,change_shipping_address
can you help me to cancel purchase {{Order Number}}?,cancel_order
I call to get my bills from {{Person Name}},get_invoice
I don't know how I can recover the password of my profile,recover_password
I am experiencing an issue trying to sign up,registration_problems
I need help to set a secondary shipping address up,set_up_shipping_address
i expect a restitution of {{Currency Symbol}}{{Refund Amount}} was it processed already,track_refund
I want help to talk to an operator,contact_human_agent
I want assistance placing an order,place_order
what do I need to do to open a {{Account Type}} account?,create_account
I want help to check the cancellation penalty,check_cancellation_fee
help me using the pro profile,switch_account
need assistance witgh cancelling order {{Order Number}},cancel_order
I need help seeing purchase {{Order Number}} status,track_order
help seeing what hours i can call customer support,contact_customer_service
I want assistance to see what shipping options are available,delivery_options
i try to obtain restitutions of money,get_refund
want assistance to send feedback about your company,review
how long till I receive a refund of money?,get_refund
I need help locatin purchase {{Order Number}},track_order
I have got to contact customer assistance,contact_customer_service
could you help me sign up to the corporate newsletter?,newsletter_subscription
help me seeing in what situations can i ask for a refund,check_refund_policy
how do I see when my item is going to arrive?,delivery_period
i dont know how to list the payment methods,check_payment_methods
I need help to talk to a person,contact_human_agent
assistance to check the early exit fees,check_cancellation_fee
what do i have to do to switch to the premium account,switch_account
i need help to update my account,edit_account
order {{Order Number}} status,track_order
I have troubles editing the address,change_shipping_address
can you help me checking wha payment options you accept?,check_payment_methods
help to notify of an error with bloody registrations,registration_problems
i dont know what i need to do to create a premium account,create_account
what do I need to do to request my money baqck?,get_refund
help me to open a gold account for my daughter,create_account
I'd like to donload the invoice #00108,get_invoice
help me check the eta of purchase {{Order Number}},track_order
buy item,place_order
where can I look for the invoice #12588?,check_invoice
"I do not have a pro account, could you help me to register?",create_account
change to {{Account Category}} acount,switch_account
can uhelp me check the bloody allowed paymentmethods,check_payment_methods
I want help to make a complaint against your organization,complaint
"I have got to check order {{Order Number}} status, can you help me?",track_order
where can I change to the goddamn {{Account Category}} account?,switch_account
i have got to check when my shipment is gonna arrive,delivery_period
can you help me to see the early termination charges?,check_cancellation_fee
I don't know what I need to do to call customer service,contact_customer_service
issue submitting the secondary delivery address,set_up_shipping_address
I call to makle a customer claim against your business,complaint
"I have to correct purchase {{Order Number}}, I need assistance",change_order
i need assistance getting my invoice #12588,get_invoice
help touse the pro profile,switch_account
I have to speak with customer assistance,contact_customer_service
I cannot chat with somebody,contact_human_agent
I don't know how I could cancel purchase {{Order Number}},cancel_order
"I want to find my bill from {{Person Name}}, I need help",check_invoice
would it be possible to report issues with sign-up,registration_problems
help shopping several articles,place_order
"I want to leave a comment for your company, how to do it?",review
how can I find information about a delivery address change?,change_shipping_address
is there a e-mail to send my feedback for your products?,review
how to check my restitution status?,track_refund
i have a question about opening pro accounts,create_account
want help taking a quick look at the bill #85632,check_invoice
where to reoprt errors with signup?,registration_problems
I do not know how I can acquire some articles,place_order
I do not know what I have to do to switch to the pro account,switch_account
i ned help to reset the pin of my profile,recover_password
I am trying to see how soon can I expect my fucking product,delivery_period
want help to see ur reimbursement policy,check_refund_policy
could uhelp me chat with somebody,contact_human_agent
how to add an article to order {{Order Number}},change_order
I try to inform of errors with a signup,registration_problems
I am looking for information about a pro account removal,delete_account
have problems wkth a forgotten password,recover_password
how do I check order {{Order Number}} current status?,track_order
"I have got to see your refund policy, how could I do it?",check_refund_policy
"I lost my invoice from {{Person Name}}, find it for me",check_invoice
uhave a free number to talk with customer assistance,contact_customer_service
I want to change purchase {{Order Number}},change_order
why I can't enter a different delivery address valid,set_up_shipping_address
help to see in what cases can I ask to be reimbursed,check_refund_policy
update inforemation on {{Account Type}} account,edit_account
help me earning several of your article,place_order
"I want to see what shipment methods are there, I need help",delivery_options
could you help me set another shipping address up?,set_up_shipping_address
I don't know how I can ask for a rebate,get_refund
assistance changing to the platinum account,switch_account
question about a forgotten key,recover_password
need assistance to purchase several of your article,place_order
changing info on premium account,edit_account
I need help to track purchase {{Order Number}},track_order
can you help me seeing the early termination charges?,check_cancellation_fee
chnge data on {{Account Category}} account,edit_account
updating detais on freemium account,edit_account
help to report an issue with online payment,payment_issue
I do not know how to see the ETA of purchase {{Order Number}},track_order
can ya help me lits the available payment options,check_payment_methods
is there a section to submit my feedback for ur products,review
I can't retrieve my key,recover_password
i cant inform of sign-up errors,registration_problems
"I have got to enter a new shipping address, how do I do it ?",set_up_shipping_address
I cannot check if there are any news on my rebate,track_refund
i try to talk with a person,contact_human_agent
I call to write a bloody opinion for a product,review
I'd like to list the fucking payment methods how do i do it,check_payment_methods
can you help me enter a different shipping address?,set_up_shipping_address
i need assistance to purchase several of ur item,place_order
"I need to set a damn shipping address up, will you help me?",set_up_shipping_address
can you help me see the current status of the rebate?,track_refund
help me to informof an issue with a registration,registration_problems
contactcustomer service,contact_customer_service
error editing shipping address,change_shipping_address
can ya help me purchase some of ur item,place_order
can uhelp me ti leave a damn review for a product,review
I have got to report payment problems,payment_issue
"I have to write a comment for a service , how to do it?",review
I want help updating order {{Order Number}},change_order
I have to cancel order {{Order Number}},cancel_order
want assistance to lodge a reclamation against ur business,complaint
help me inform of an error with online payment,payment_issue
I want to see when will my product arrive,delivery_period
"I need to leave feedback, can you help me?",review
need assistance sending some feedback for ur services,review
i need assistance to inform of signup issues,registration_problems
I don't know what to do to buy somethinb,place_order
how can i check the accepted payment options,check_payment_methods
"I have paid {{Currency Symbol}}{{Refund Amount}} for an order, how oculd I receive a refund?",get_refund
I don't know what I have to do to get my invoice #12588,get_invoice
"I need to track the compensation, how can I do it?",track_refund
i odnt know what i need to do to locate the invoice #00108,check_invoice
I do not know how I can acquire several of yoru article,place_order
get ibll #00108,get_invoice
information about the removal of a {{Account Type}} account,delete_account
i need assistance canceling purchase {{Order Number}},cancel_order
where do i receive compensations of my money,get_refund
i have to see what hours i can call customer support,contact_customer_service
I am calling to check when my purchase is going to arrive,delivery_period
i do not know how to give a quick look at invoice #85632,check_invoice
I call to see when my goddamn package is going to arrive,delivery_period
help me seeing when my product is gonna arrive,delivery_period
what do I have to do to report a problem with sign-up?,registration_problems
I'm trying to earn a product,place_order
how can i demand refunds,get_refund
can I file a consumer claim against your organization?,complaint
I need assistance with canceling order {{Order Number}},cancel_order
make consumer reclamation against your organization,complaint
is it possible to check invoice #37777,check_invoice
i have to rewet my fucking user pin i need assistance,recover_password
what do I need to do to check the shipment options?,delivery_options
I am trying to find information about my lost access key,recover_password
what do i need to do to reset the access key of my user,recover_password
i have got to inform of issues with payments,payment_issue
I want assistance to see the fucking status of the rebate,track_refund
I don't know how I could modify my shipping address,change_shipping_address
"I expect a refund of {{Currency Symbol}}{{Refund Amount}}, has it been processed already?",track_refund
I do not know how to see the termination charges,check_cancellation_fee
I want help to check if there are any news on the refund,track_refund
I want to report a signup error,registration_problems
i have paid {{Currency Symbol}}{{Refund Amount}} for a product where to get my money back,get_refund
can you tell me more about correcting the shipping address?,change_shipping_address
there is a trouble setting a secondary shipping address up,set_up_shipping_address
how do i check the eta of purchase {{Order Number}},track_order
can you help me call fucking customer sujpport?,contact_customer_service
where do I open a different bloody premium account?,create_account
I try to check in which cases can I ask for my money back,check_refund_policy
is it possible to check your fucking payment methods?,check_payment_methods
can you help me to check purchase {{Order Number}} status?,track_order
I need to make a customer reclamation against your business,complaint
check restitution current status,track_refund
where can I see how long it takes for my delivery to arrive?,delivery_period
can you help me check the early exit penalties?,check_cancellation_fee
there is a trouble trying to edit the address,change_shipping_address
how to use the {{Account Type}} profile,switch_account
can I delete several products from order {{Order Number}}?,change_order
assistance seeing when my purchase is going to arrive,delivery_period
check the cancellation penalties,check_cancellation_fee
I don't know how I could oen a premium account for my fiance,create_account
reimbursing {{Currency Symbol}}{{Refund Amount}},get_refund
I want assistance to see when will my purchase arrtive,delivery_period
check at what time i can reachy customer support,contact_customer_service
I don't know how to inform of issues wth online payments,payment_issue
I don't know what to do to purchase some of your article,place_order
how to see what shipping options I have?,delivery_options
I want help to see your refund policy,check_refund_policy
can you help me submit the secondary delivery address?,set_up_shipping_address
check termnation charge,check_cancellation_fee
where could I inform of errors with a registration?,registration_problems
change to premium acount,switch_account
i dont know what i need to do to delete a standard account,delete_account
wanna know more about the shipping periods,delivery_period
would it be possible to shop several items?,place_order
help me file a complaint against your organization,complaint
I need assistance checkng the early exit penalties,check_cancellation_fee
I don't know how I can order some of your article,place_order
"I need to order a product, how do I do it?",place_order
will you show me the termination charge?,check_cancellation_fee
i have to close my pro account,delete_account
help to receive your newsletter,newsletter_subscription
I am looking for information about my pro account deletion,delete_account
i need help checking ur accepted payment methods,check_payment_methods
talk to assistant,contact_human_agent
help to swap an item of purchase {{Order Number}},change_order
"I lost the bills from {{Person Name}}, mail them to me",get_invoice
what do i need to do to get a reimbursement of money,get_refund
"I want to check order {{Order Number}} current status, help me",track_order
I don't know what I have to do to shop some itmes,place_order
how can I subscribe to the company newsletter?,newsletter_subscription
there is an issue with my online registration,registration_problems
give a quick look at the invoice #12588,check_invoice
help me see under which circumstances can I ask for a refund,check_refund_policy
i dont know how to see when will my item arrive,delivery_period
i want assistance reporting a problem with sign-up,registration_problems
i dont know what to do to cancel my newxletter subscription,newsletter_subscription
I need to see the fucking bill from {{Person Name}},check_invoice
help me listing your accepted payment modalities,check_payment_methods
help to check purchase {{Order Number}} current status,track_order
what do i need to do to buy a product,place_order
want help checking in what situations can I ask for a refund,check_refund_policy
could you show me in what situations can I ask for refunds?,check_refund_policy
where do i notify of a problem with online payments,payment_issue
can you help me check the acepted payment modalities?,check_payment_methods
can I open a {{Account Type}} account?,create_account
"I need to check your reimbursement policy, will you help me?",check_refund_policy
I need assistance to check how soon can I expect my package,delivery_period
I want assistance reporting a problem with sign-up,registration_problems
"I can't make payments, need  help to report an issue",payment_issue
i need help to download my blls from {{Person Name}},get_invoice
want assistance checking the accepted payment modalities,check_payment_methods
want help to speak to somebody,contact_human_agent
assistance seeing the termination penalty,check_cancellation_fee
editing standard account,edit_account
I am calling to download my invoices from {{Person Name}},get_invoice
how can I write a comment about a service?,review
want assistance notifying of issues with a registration,registration_problems
I do not know what to do tro cancel order {{Order Number}},cancel_order
i have got to demand restitutions of my money,get_refund
how do i obtain a restitution of money,get_refund
how can I modify order {{Order Number}}?,change_order
i dont know what i have to do to  check my bill #12588,check_invoice
help to see the invoice #12588,check_invoice
where could I see how soon can I expect my shipment?,delivery_period
I don't know what to do to locate the involice #85632,check_invoice
I want support chanigng my delivery address,change_shipping_address
where do i open a gold account for my fiance,create_account
I don't know how to enter the new delivery address,set_up_shipping_address
want help msking a fucking order,place_order
i dont know what i need to do to speak to customer service,contact_customer_service
I have got to obtain reimbursements of money,get_refund
want help to leave some feedback about your services,review
I don't knwo what I have to do to cancel a premium account,delete_account
wanna know about an address modification,change_shipping_address
"I have got to see how long the delivery takes, I need help",delivery_period
I am having an isuse with my signup,registration_problems
